,client_id,sum
114,16013479.166850025,1
115,16056024.16675852,1
116,16102451.166726004,4
117,16139358.16689771,1
118,16269771.16695499,1
119,16852424.166940324,1
120,17209830.166881263,3
121,17382651.164415613,1
122,17614999.166076772,1
123,17935587.166956957,1
124,18012809.16508814,1
125,18284305.16692266,1
126,18319967.16476869,2
127,18504535.16649711,1
128,18854863.16684241,1
129,19018461.16666835,2
130,19068986.163008984,1
131,19775219.16684281,3
132,19798005.16485212,1
133,20464269.1668288,1
134,20544273.16685217,1
135,20632756.166732393,1
136,20637213.166852776,1
137,20773132.16686088,1
138,20825870.166954327,1
139,20958054.16670805,1
140,21031061.16691075,1
141,21759277.166748375,1
142,21821563.16695425,1
143,21833331.16464213,1
144,22122152.166737847,1
145,22240805.16695278,1
146,22595883.1668419,1
147,22968617.164416127,1
148,22968820.16681148,1
149,23046227.16682417,2
150,23147166.1667405,2
151,23153827.16690352,1
152,23339030.16610817,1
153,23507142.16692065,1
154,23653608.166924715,1
155,23704800.166748084,1
156,23999792.166956287,1
157,24258739.166733664,1
158,24304942.16327445,2
159,24521517.16686861,1
160,24715649.16686874,1
161,24730054.166935094,2
162,24795936.16674099,1
163,25330498.166956916,1
164,25490552.166920114,1
165,26241522.166927222,1
166,26278744.166765288,1
167,26425286.166582227,1
168,26479580.1669126,1
169,26679798.16673761,3
170,26735000.166090854,1
171,26809744.166901708,1
172,26869849.166875448,1
173,26893002.16694634,1
174,26977767.166903,1
175,27026776.166738894,1
176,27066395.166938327,1
177,27291140.166916184,2
178,27295736.16686874,1
179,27541011.166832916,1
180,27587766.16674489,2
181,27611408.166112248,1
182,27818708.16687713,1
183,28027033.16691985,1
184,28031801.1641746,2
185,28443893.166752063,1
186,28502809.161175143,1
187,28576450.166944228,1
188,28603645.166936103,1
189,28911976.16684214,2
190,28999666.16275075,1
191,29062148.166927803,1
192,29168510.16675716,1
193,29171245.16693596,1
194,29175307.16689708,1
195,29178763.1609425,3
196,29187121.16687984,1
197,29218204.166965287,1
198,29322782.166833904,1
199,29323155.16409517,1
200,29452751.16696527,1
201,29533261.166753504,3
202,29562374.16694661,1
203,29734535.16676579,1
204,30094036.166893125,1
205,30138577.16682468,3
206,31517059.166888665,1
207,32221741.166932803,1
208,32362639.166739892,1
209,32554557.16476962,5
210,33132567.16675035,1
211,33718766.16691541,1
212,34173418.16672507,1
213,34743573.1667626,1
214,34748363.16689409,1
215,35039644.166869976,1
216,35088747.1668522,1
217,35143849.16531086,1
218,35216224.166919805,1
219,35223014.16485322,1
220,35341794.16685355,1
221,35342361.16682643,2
222,35540428.1667376,1
223,35604853.166901365,1
224,35760682.166767314,1
225,35770183.16048672,1
226,35879257.16672854,1
227,36128380.16693055,1
228,36209211.166726075,3
229,36317537.1668696,1
230,36338461.161055066,1
231,36373644.16690115,1
232,36617272.16689405,1
233,36822917.16695687,2
234,36856438.166879214,1
235,37201411.16688761,1
236,37211242.16656025,1
237,37346503.166764066,1
238,37374472.166957185,1
239,37486264.166746885,1
240,37530908.16690081,1
241,37573303.16683504,1
242,37647197.1668578,2
243,37791706.16690232,1
244,37795072.16692072,1
245,37841764.16686405,1
246,37885622.16684385,1
247,38000962.16681586,1
248,38040880.16688537,1
249,38067656.16673685,1
250,38176899.166861445,1
251,38491414.1669097,1
252,38499685.16685774,1
253,38557892.16685962,1
254,38591794.16689078,1
255,38597059.1669632,1
256,38615136.166936,1
257,38763937.16685948,1
258,39341660.166849256,1
259,39449178.16686589,1
260,39473112.1668696,1
261,39596346.16686713,3
262,39749180.16675538,1
263,40038950.16684357,1
264,40220643.16682868,1
265,40480057.16691805,1
266,40495311.16684172,1
267,40712564.16449534,1
268,40856198.16672765,1
269,40889511.16657759,1
270,40930541.166824184,1
271,41085861.16684121,1
272,41272054.166747615,1
273,41313573.1668685,1
274,41522271.16673905,1
275,41606589.16686767,1
276,41920140.16637252,1
277,42935728.16693585,1
278,42948999.16687786,1
279,43093017.16648246,2
280,43365050.1667541,1
281,43410516.16637456,1
282,43448368.15974033,1
283,43561930.166884,2
284,43653351.16686046,1
285,43825691.16680936,1
286,43947655.166896045,1
287,43973054.166910216,1
288,44127602.16675468,1
289,44153837.16674039,1
290,44238787.16674826,1
291,44264890.166962184,1
292,44360277.1667373,1
293,44435367.16676764,2
294,44475713.166774,2
295,44475941.16675071,1
296,44515227.16691834,2
297,44598650.16688416,1
298,45325595.165695846,1
299,45717293.16682595,1
300,45766469.1667565,1
301,45810596.16696021,1
302,46070097.166923136,1
303,46083078.16683333,1
304,46106610.16693954,1
305,46210323.1669225,1
306,46291911.16693589,1
307,46388780.16681746,1
308,46681412.16692154,1
309,46952867.16686127,2
310,47267159.16694083,1
311,47269698.16674106,1
312,47739903.16690918,1
313,47924565.16689228,1
314,47964612.166749485,1
315,48000325.16675607,1
316,48014096.166958176,1
317,48107543.16675599,1
318,48146926.16675956,1
319,48187484.16675064,1
320,48320893.16683577,1
321,48397940.1666786,2
322,48513678.16690149,1
323,48542914.166866206,1
324,48711098.16693448,1
325,48721772.16683945,2
326,48983231.16686299,1
327,49076747.16691244,1
328,49409947.162917875,1
329,49415328.16692826,2
330,49566974.16683234,3
331,49591605.166834086,1
332,49686349.1666326,1
333,49696316.16674109,1
334,49754704.16694517,1
335,49803154.16691506,2
336,49847088.163148075,3
337,50050533.16684324,1
338,50269366.166900165,1
339,50641937.166525625,1
340,50739833.16694472,1
341,50742641.16695311,1
342,50789213.16657442,1
343,50893951.16684797,2
344,51045243.16694939,1
345,51331775.16548583,1
346,51446174.166909695,1
347,51485602.16684546,1
348,51514664.166876,1
349,51557946.1668241,2
350,51898233.16674448,1
351,52129841.166756645,1
352,52212134.164308965,2
353,52533888.16690169,1
354,52808243.16672277,1
355,52824589.166926615,2
356,52956142.165097095,1
357,53346029.162245646,1
358,53348392.16667004,1
359,53381945.16686337,1
360,53535027.1667527,1
361,53726565.16692538,1
362,53862934.166936904,1
363,53966545.16690496,1
364,54058956.16691162,1
365,54508092.16694765,1
366,54653928.1668065,1
367,54902666.16691435,1
368,54995565.16676655,1
369,55142797.16673606,1
370,55364467.16674069,1
371,55499107.166713655,1
372,55628188.16571168,1
373,55662573.16686129,1
374,55983487.166935496,3
375,56092766.1668377,1
376,56236339.1637599,1
377,56272562.16675716,1
378,56413482.16691879,1
379,56490504.16606541,1
380,56995031.16695636,1
381,57115911.16681576,1
382,57246150.16582125,1
383,57252806.16685135,1
384,57331015.162539855,1
385,57435584.16689233,2
386,57887882.16666995,1
387,57906518.16674109,1
388,58168047.16687879,1
389,58213609.16692705,1
390,58359710.16689433,1
391,58388980.165382184,1
392,58694279.1669453,1
393,59075921.16683177,1
394,59117110.16681681,1
395,59360416.16695845,1
396,59392034.16571144,1
397,59484978.16684457,1
398,59613012.1667106,4
399,59903514.166946806,1
400,60451865.16676276,1
401,60470754.16150828,1
402,60574915.16685055,1
403,60594260.16673612,1
404,60871614.166883536,1
405,61118012.166497774,1
406,61182956.16692323,1
407,61480590.16675771,1
408,61751486.16675432,1
409,61842006.16690184,1
410,61962800.166834615,1
411,62397399.166946925,1
412,62414879.166930035,1
413,63375661.16675288,3
414,63510377.166873485,1
415,63579889.16672826,1
416,63759458.16673264,1
417,64195494.166843824,1
418,64354337.166876495,1
419,65201159.16689094,1
420,65281332.16684626,1
421,65339974.16645301,1
422,65442116.166929826,1
423,65693675.16690129,2
424,65759611.16689706,1
425,65875360.16683138,2
426,66184310.16676316,2
427,66354809.16682662,1
428,66383682.166726224,1
429,66453104.16684098,1
430,66518524.1658412,2
431,66648014.16673033,2
432,66664962.16682604,1
433,66902680.16674517,1
434,67067842.16689696,1
435,67355130.16682555,1
436,67619982.16041085,1
437,68104406.16690136,1
438,68146449.16694379,1
439,68153903.16656376,2
440,68346154.1667553,2
441,68464112.16688357,2
442,68464519.16696082,1
443,68625491.16692553,2
444,68826967.16683444,1
445,68840563.16605449,2
446,68866231.16688383,1
447,68890740.16692668,1
448,69036115.16692689,1
449,69655352.16675255,1
450,69868234.16693549,1
451,70203982.1669608,1
452,70228573.166834,1
453,70363695.16691418,1
454,70507697.16692618,1
455,70798558.166906,1
456,70813256.16673854,1
457,70852397.16692872,1
458,70857819.16674578,1
459,70945147.16687986,1
460,71032097.16672969,1
461,71110057.16686739,1
462,71138342.16674933,1
463,71222299.16689801,1
464,71341486.16686697,1
465,71425057.16604963,1
466,71461066.16690283,1
467,72183627.16681777,1
468,72216270.1667568,1
469,72278915.1661955,1
470,72343027.16674735,1
471,72538735.16674758,2
472,72938903.16674362,1
473,73032799.16675323,1
474,73120685.1669471,1
475,73202034.16681668,1
476,73318168.16694415,1
477,73425172.16682568,1
478,73517710.16672908,4
479,73547670.1668362,1
480,73655730.16676542,2
481,74167108.1646599,1
482,74198764.16690102,1
483,74207318.16694467,1
484,74275413.16691145,1
485,74589326.16655566,1
486,74625690.16674794,1
487,74632251.16690408,1
488,74636581.16504684,3
489,74650993.16685133,1
490,74696646.16688806,1
491,75002960.16591175,1
492,75016808.16672982,1
493,75029660.1669047,1
494,75043167.16690896,1
495,75062888.16675583,1
496,75072009.16694218,1
497,75134861.16672978,1
498,75163163.16694337,1
499,75319918.16694577,1
500,75390295.16686472,1
501,75492018.16682638,4
502,75509802.16691354,1
503,75789819.16673206,1
504,75938492.16673504,2
505,75996091.16690926,1
506,76411909.16686845,1
507,76458737.16683711,1
508,76855680.16601524,1
509,76904148.1654859,1
510,76970301.16675732,1
511,77012729.16682793,1
512,77271730.1656143,1
513,77317977.16675466,1
514,77512783.16663493,1
515,77542362.1642539,1
516,77590494.16682595,1
517,77695801.16683306,1
518,77813209.16690388,1
519,78212316.16693068,1
520,78227472.16673808,1
521,78276723.16684191,1
522,78562162.16682518,1
523,78657453.16686186,1
524,78879909.16693652,1
525,78921859.16685826,3
526,78995869.16505313,1
527,79033642.16694406,1
528,79066022.16693632,1
529,79091722.16693181,6
530,79165313.16687667,1
531,79538836.16691877,1
532,79554803.16688108,1
533,79825554.16682708,1
534,79910763.16683228,2
535,79931750.1667707,7
536,80446415.16695821,1
537,80476198.16674791,1
538,80478990.16674875,1
539,80534489.16682832,1
540,80582807.16691653,1
541,80853906.16676643,1
542,81008226.16687737,1
543,81106631.16424112,1
544,81403261.16694885,1
545,81454296.16673146,1
546,81513041.16694812,1
547,81641733.16690013,1
548,81665526.16696279,1
549,81782292.16692421,1
550,81961166.16691005,1
551,82059824.16689953,1
552,82078226.16673715,1
553,82308243.16657354,2
554,82316471.16688322,1
555,82330304.1669049,1
556,82393802.16684864,1
557,82406974.16683622,1
558,82612760.16577077,1
559,82631177.16673084,2
560,82693031.16687784,1
561,82859683.16685306,1
562,83181606.16674298,1
563,83325404.1669227,4
564,83450051.16692427,1
565,83489423.16685101,1
566,83666984.16688807,1
567,83689841.16689049,1
568,84058354.16693836,1
569,84097233.16593787,1
570,84233582.16684116,1
571,84451103.1669479,1
572,84661166.166911,1
573,84668890.1668244,1
574,84800909.16684525,1
575,85048516.16624548,1
576,85125605.1668139,1
577,85274385.1668433,1
578,85371262.16681994,1
579,85607501.16674867,1
580,85842653.1667379,1
581,85864063.16673782,12
582,86106425.16692196,2
583,86157756.16480313,1
584,86173648.16686994,2
585,86264683.16672854,1
586,86265603.16675882,1
587,86292938.16683455,2
588,86352261.16655734,1
589,86379256.16692697,2
590,86527876.1669115,1
591,86617849.16673183,1
592,86663160.16668862,1
593,87085583.16688846,1
594,87134114.16673648,1
595,87261521.16679245,1
596,87418397.16380139,1
597,87447867.16319005,1
598,87461172.16671674,1
599,87737157.16630739,1
600,87827075.16695131,1
601,88140279.1669543,1
602,88393866.16683446,1
603,88454125.16686301,1
604,88653491.16674948,1
605,88772882.16694051,1
606,88898044.16671142,3
607,89027450.16692342,1
608,89041310.1669319,1
609,89477632.16691224,1
610,89587453.16691358,1
611,89607406.16691646,1
612,89854442.16692224,1
613,89876522.16677748,1
614,89878299.16685347,1
615,89911991.16690873,1
616,90137191.16675933,1
617,90318083.1667628,1
618,90433078.16692749,1
619,90665971.1668677,1
620,90922359.16686627,1
621,91150446.16690432,1
622,91160997.16683155,1
623,91190345.1668697,1
624,91318753.15999416,1
625,91443301.16673124,1
626,91465325.1669262,1
627,91890913.16659944,1
628,91933432.16674797,1
629,92241274.16675004,1
630,92412283.1667574,1
631,92467995.16693568,1
632,92671004.16676287,1
633,92755848.16688529,1
634,92818455.1668566,1
635,92910241.166032,1
636,92973431.16693136,1
637,93243072.16685271,1
638,93440336.16368854,4
639,93442828.16522507,1
640,93462688.166939,1
641,93571655.16674276,1
642,93835549.16684276,1
643,93907311.16688444,1
644,93991089.16359992,1
645,95007638.1667381,7
646,95118401.16541852,1
647,95399620.1668198,1
648,95399620.16681981,2
649,95425745.1668414,6
650,95477353.16692096,1
651,95717604.16674888,1
652,95722470.16683638,1
653,95825299.16670541,1
654,95886012.1668773,3
655,96006931.16670734,2
656,96007354.16118832,2
657,96049541.16632554,1
658,96141844.1668608,1
659,96374367.16686064,1
660,96427215.16540648,1
661,96435823.16684534,1
662,96558068.1663419,1
663,96697825.16683596,1
664,96702307.16683584,1
665,96773956.1658664,1
666,96814379.1656212,1
667,97056122.16693012,1
668,97098622.1669542,1
669,97741893.16682483,1
670,97933925.16695358,1
671,98120104.16681747,1
672,98402920.16685233,1
673,98566665.16676688,1
674,99402784.16673791,1
675,99550933.16689268,1
676,99711373.1668852,1
677,99861424.16673855,1
678,100075998.16684584,1
679,100079809.1669516,1
680,100142597.16693851,1
681,100309114.16690569,1
682,100334974.1665309,1
683,100416470.16553327,1
684,101130331.16695406,1
685,101283098.16672447,1
686,101388725.1667507,2
687,101441865.1669237,2
688,101601713.16675736,1
689,101614165.16688056,1
690,102061139.16688724,1
691,102368637.1668891,2
692,102385162.16682512,1
693,102551714.16695768,1
694,102685596.16687356,1
695,103063071.16690378,1
696,103198651.16673024,2
697,103239711.1669568,1
698,103401666.16682038,1
699,103695204.16694438,1
700,103844983.1669278,1
701,103922604.1668392,1
702,103934435.16685297,1
703,103962234.16542473,1
704,104055100.16693608,1
705,104168615.16681832,1
706,104540085.1669428,2
707,104627886.16675133,1
708,104694886.16529667,1
709,104919675.1668267,1
710,105040840.16674088,1
711,105434046.16689377,1
712,105480404.16674896,1
713,105846672.16574182,1
714,106371854.1668614,3
715,106576912.1668438,1
716,106610328.16689494,1
717,106640661.16688728,1
718,107101152.1668362,1
719,107118631.16683397,1
720,107202577.16687667,1
721,107385575.1668247,1
722,107548083.16610374,1
723,107584668.16675813,1
724,107730871.16692972,1
725,107751254.16688648,2
726,107868634.16651665,1
727,107888441.16683984,1
728,107977721.1667543,1
729,108023588.16691037,1
730,108217731.16668056,1
731,108235257.16673227,1
732,108641390.16689467,1
733,108782619.16693734,1
734,108910886.16694675,1
735,108929958.16682594,1
736,109048016.16621044,1
737,109171752.1667255,1
738,109201984.1667467,1
739,109219328.1664874,1
740,109239482.16692568,1
741,109292881.16674742,1
742,109430485.16685002,1
743,109430699.16691887,1
744,109643432.16691338,1
745,109877063.16672903,1
746,109920506.16510794,1
747,110235568.16685095,1
748,110466231.16684288,1
749,110572622.16673356,1
750,110655122.1667634,1
751,110700821.16685209,1
752,110731164.1669288,1
753,110768772.16685988,1
754,110948086.16689612,1
755,111471271.16683522,1
756,111619670.16675545,1
757,111626968.16686071,1
758,111738836.1668928,1
759,112182969.1667306,1
760,112534650.16695772,2
761,112582932.16692092,1
762,112614368.16686116,1
763,112614975.16695432,1
764,112754004.16687712,1
765,112781016.1668331,1
766,112993509.16488305,1
767,113125521.16673721,1
768,113307976.16683984,1
769,113355724.16406713,1
770,113386278.16687755,2
771,113440742.1667459,1
772,113460520.16690288,1
773,113598437.16692238,1
774,113805430.16694091,1
775,114075485.16674104,1
776,114247481.16692148,2
777,114345766.1668332,1
778,114628965.16667038,1
779,114662641.16684988,1
780,115003512.1668438,1
781,115249334.16682358,2
782,115392005.16684575,1
783,115486012.16686033,1
784,115490171.1668692,1
785,115549020.16685444,1
786,115875022.16674496,1
787,116176459.16673672,1
788,116191544.16686712,1
789,116193509.1668768,1
790,116652080.1669538,1
791,116655276.16689622,1
792,117033355.16676413,1
793,117153026.16684145,2
794,117227026.16688848,1
795,117251283.16423236,21
796,117379101.16694549,1
797,117513171.1668858,3
798,117750536.16685638,1
799,117864654.16688976,1
800,117966010.16695452,1
801,118011919.1669479,1
802,118072720.16687578,1
803,118667234.1666862,1
804,118765008.16695516,1
805,118889413.16685872,4
806,119167631.16673252,1
807,119443338.1668602,1
808,119512877.16692692,3
809,119517025.1647516,1
810,119650747.16690607,2
811,119693704.16673069,1
812,119726320.16688718,1
813,120227488.1668897,1
814,120425759.1663944,1
815,120489265.1668406,1
816,120574099.1667583,1
817,120648499.16690384,1
818,120781594.16694088,1
819,120952504.16552126,1
820,121076465.1667487,1
821,121104976.16695566,1
822,121206174.16692863,1
823,121224733.16672912,1
824,121288013.16688524,1
825,121454388.16691904,3
826,121553122.16694634,1
827,121684580.166847,1
828,121847562.16675496,1
829,122120175.16673651,2
830,122166666.1666877,1
831,122274863.16676424,1
832,122386133.16686572,1
833,122621922.166893,1
834,122670491.16674788,1
835,122689790.16684756,1
836,122697121.16674855,1
837,122814071.16122688,2
838,123112204.16673201,1
839,123120182.16696072,1
840,123260475.16676068,1
841,123399227.16693598,1
842,123497286.16687565,2
843,123878130.16672175,1
844,123946429.16696382,1
845,123953580.16689716,1
846,124164242.16689251,2
847,124208770.1669214,1
848,124369696.16597496,1
849,124680362.1669195,1
850,124748404.16590255,18
851,124987830.16684276,1
852,125069245.16690144,1
853,125408362.16694622,1
854,125585016.1668772,1
855,125610044.1667495,1
856,125666360.16694628,1
857,125780989.16675428,3
858,126154376.16673031,1
859,126408682.16113302,3
860,126446957.16303197,1
861,126625215.1667327,1
862,127029709.16687918,1
863,127048344.16402584,2
864,127177610.16695201,1
865,127216357.16681796,1
866,127595555.1668337,1
867,127608091.166832,1
868,127802786.16674908,1
869,128050122.1668207,1
870,128065573.16675176,1
871,128250901.16658154,1
872,128333062.16652192,1
873,128348406.16687874,1
874,128503247.16694117,1
875,128769863.16682585,1
876,128899674.16692774,1
877,128908811.16685344,1
878,129024177.16689555,1
879,129171398.16689362,2
880,129603160.16665512,1
881,129672591.16273896,1
882,129816350.16688548,1
883,129897404.16691072,1
884,130178729.16429168,1
885,130271907.16683298,1
886,130439015.16684271,1
887,130540328.16674156,1
888,130658536.16691692,1
889,130699452.16692348,1
890,130923513.16692647,1
891,131076849.1669056,1
892,131077349.1667306,1
893,131121796.16679314,2
894,131268920.16625632,1
895,131419221.16646545,2
896,131656388.16687196,1
897,131673588.16676344,1
898,131999071.1668489,1
899,132303019.166922,1
900,132410640.16684076,1
901,132562257.16681534,2
902,132739439.1668988,1
903,132840339.16670392,1
904,133192219.16682616,3
905,133448623.16695526,1
906,133558167.16683772,1
907,133910974.16675632,1
908,133935583.1667468,1
909,134089881.16689324,1
910,134248914.1667364,1
911,134285548.16690612,1
912,134410242.16630536,1
913,134462373.16690865,1
914,134469640.1668318,1
915,134589091.166913,1
916,134714675.16690353,1
917,134741338.16122833,1
918,134811833.16686767,1
919,135024482.1669387,1
920,135190762.16690636,1
921,135201342.16684458,1
922,135273122.1669315,1
923,135506700.16351387,1
924,135604840.16685027,1
925,136009755.16675228,1
926,136034459.16684392,1
927,136039846.16688952,1
928,136081165.16686723,1
929,136082175.16685075,2
930,136187653.16693053,1
931,136222561.1664805,2
932,136354872.16693997,1
933,136532831.16672623,1
934,136628280.16691092,1
935,136842500.16694525,1
936,136945091.1668401,4
937,137122301.16691607,1
938,137140833.16532865,2
939,137180470.1669577,1
940,137221758.16683948,1
941,137227627.16675985,2
942,137588818.1669134,1
943,138022635.16674176,1
944,138177941.16673297,1
945,138313402.16694757,2
946,138369995.1668669,2
947,138487900.16674483,1
948,138506810.15947285,1
949,138749021.16684577,1
950,138769163.16684133,1
951,138910067.1633084,1
952,139005865.16684148,2
953,139216317.16688442,2
954,139646689.16689277,2
955,139925441.1669089,1
956,139982731.16691875,1
957,139985232.16667777,3
958,140016392.16388655,1
959,140016775.16690817,1
960,140047039.16690418,1
961,140252128.16674975,1
962,140385494.1668598,1
963,140551468.16516605,1
964,140577358.1667116,2
965,140664616.16673043,1
966,140870983.16686803,1
967,141203457.16690436,1
968,141254837.16674596,1
969,141818870.1668692,1
970,141872435.16688433,3
971,141943973.16684136,3
972,142401926.16672245,2
973,142471466.16686776,1
974,142647429.16691077,1
975,142702940.16687068,1
976,142737589.16684884,1
977,142764684.16685912,1
978,142847168.1669475,2
979,143274732.1638012,1
980,143342677.16689685,1
981,143435485.16674802,1
982,143632716.16673204,1
983,143701798.16692853,1
984,143801632.16681564,1
985,143813888.1667629,3
986,143848318.16686875,1
987,143874092.1668674,1
988,143944288.1669289,1
989,143986142.16694745,1
990,144083832.16694105,1
991,144247703.16689545,1
992,144327575.1668957,1
993,144347944.16687286,2
994,144358886.16676292,1
995,144455585.16683474,1
996,144566139.16680703,1
997,144647308.1669471,1
998,144763870.1669267,1
999,144768185.16675025,1
1000,145049147.16673064,1
1001,145179414.16693243,1
1002,145220327.166754,1
1003,145272182.16682425,1
1004,145447478.16688833,1
1005,145461524.16684377,1
1006,145513105.16672847,1
1007,145693905.16674912,2
1008,145701484.1668671,1
1009,145838229.1668765,1
1010,145915967.16676703,1
1011,146119729.16689417,1
1012,146189711.1668656,4
1013,146206230.16675523,1
1014,146249400.16682938,1
1015,146334982.16681936,1
1016,146339866.166919,1
1017,146649532.1669391,1
1018,146653016.16527188,1
1019,146705171.16688463,1
1020,146738980.16672996,1
1021,146840816.16686112,1
1022,147075702.16691747,1
1023,147182479.1667911,6
1024,147198409.1669102,1
1025,147220561.16674003,1
1026,147352478.1669543,1
1027,147412361.16672862,1
1028,147429852.1667818,1
1029,147516250.16682994,1
1030,147558090.1667632,1
1031,147678244.16675705,1
1032,147974802.166921,1
1033,148046080.16674814,1
1034,148427673.1666938,5
1035,148492445.16676316,1
1036,148569973.1669169,2
1037,148647463.1668524,1
1038,148665229.1666069,3
1039,148959896.16673747,1
1040,149006470.16694787,1
1041,149045202.16641915,1
1042,149162178.16691792,3
1043,149513832.16683352,4
1044,149627114.16614872,1
1045,150044572.16690207,1
1046,150146188.16622245,1
1047,150155627.16687867,1
1048,150255992.16587833,1
1049,150257345.1667424,1
1050,150267123.16685486,1
1051,150464493.16695273,2
1052,150594756.16683596,1
1053,150644153.16696623,1
1054,150655376.16673708,1
1055,150739789.16676605,1
1056,150776952.16689613,1
1057,150861039.16687077,1
1058,150985189.16684932,1
1059,150992438.16205618,1
1060,151304450.1669542,1
1061,151551811.16538948,1
1062,151700925.16683325,1
1063,151713358.16689256,1
1064,151859822.16690555,1
1065,151947703.16683385,1
1066,151978181.16674984,2
1067,152257824.16685703,1
1068,152347183.16674224,1
1069,153291330.15756208,1
1070,153298757.1668874,1
1071,153403951.1669206,1
1072,153542534.16684344,1
1073,153618187.16689414,1
1074,153639981.16682455,2
1075,153754222.166842,1
1076,153781932.1669281,1
1077,153929224.16690344,1
1078,154044195.1668367,1
1079,154078512.16693747,1
1080,154106668.1667547,3
1081,154323756.16683528,1
1082,154418939.16673824,1
1083,154558378.1661937,2
1084,154794860.16687173,1
1085,154961433.16682315,1
1086,155123338.16611117,1
1087,155212802.1649388,8
1088,155432786.1669379,1
1089,155791150.16691023,1
1090,155897945.16691092,1
1091,155966957.16686076,1
1092,156350110.1668867,1
1093,156418152.16673106,2
1094,156437309.16684008,1
1095,156578239.16650605,1
1096,156833869.1667412,1
1097,156855832.16646132,1
1098,156972805.16692257,1
1099,157065545.16690597,1
1100,157307105.1668322,1
1101,157470465.1669006,1
1102,157669049.16686043,1
1103,157710081.1669503,1
1104,158080715.1669182,2
1105,158242728.16689667,1
1106,158342498.16676173,1
1107,158512321.16682425,1
1108,158857041.1669143,1
1109,158989235.16688508,1
1110,159064356.1668874,1
1111,159113814.16688657,1
1112,159208666.16684926,1
1113,159424441.16632307,2
1114,159430524.166871,1
1115,159462099.15931982,1
1116,159650071.1647418,1
1117,159801689.16675192,1
1118,159822343.1668534,2
1119,160056759.166954,1
1120,160228433.16693187,3
1121,160267688.1655315,1
1122,160435609.16682997,1
1123,160449755.1668456,1
1124,160457652.1663269,1
1125,160652620.1667517,1
1126,160692254.16688752,1
1127,160817589.16685233,1
1128,160900367.16682488,1
1129,161191959.1668865,1
1130,161199528.16693553,1
1131,161320098.16650242,1
1132,161528084.16620496,1
1133,161712678.1667532,1
1134,162316253.1668405,2
1135,162374918.166763,1
1136,162528165.16673103,1
1137,162600965.1665494,2
1138,162765216.16615808,2
1139,162930989.164862,1
1140,162944826.16674915,1
1141,162951789.1669055,1
1142,162973772.16296265,1
1143,163177581.1669094,1
1144,163381943.1576002,1
1145,163414839.16691732,1
1146,163480613.16675875,1
1147,163727394.16689324,1
1148,163760364.16695735,1
1149,163901776.16655812,1
1150,164022941.16687903,4
1151,164200175.1669098,1
1152,164267608.16689265,1
